Сегмент;Регион;Бренд;Уровень скидки;Продано шт.;Затраты на ед.;Цена продажи;Валовая выручка;Сумма скидок;Выручка;Себестоимость продаж;Прибыль;Дата;Номер месяца;Название месяца;Год
Крупный бизнес;Казань;Победа;Средняя;2136;75,99;148,41;317003,76;38040,45;278963,31;153653,66;125309,65;20.02.2024;2;Февраль;2024
Крупный бизнес;Казань;Вдохновение;Средняя;8249;325,87;483,09;3985009,41;478201,13;3506808,28;2526685,8;980122,48;24.11.2024;11;Ноябрь;2024
Партнёрский канал;Краснодар;Бабаевский;Низкая;4611;185,49;329,41;1518909,51;75945,48;1442964,03;793549,17;649414,86;01.12.2022;12;Декабрь;2022
Госсектор;Екатеринбург;Красная Шапочка;Без скидки;10819;103,24;197,03;2131667,57;0;2131667,57;1017737,14;1113930,43;08.01.2024;1;Январь;2024
Партнёрский канал;Новосибирск;Красная Шапочка;Высокая;7246;98,9;197,85;1433621,1;315396,64;1118224,46;713457,59;404766,87;12.02.2023;2;Февраль;2023
Партнёрский канал;Казань;Красная Шапочка;Низкая;5826;102,25;175,42;1021996,92;51099,85;970897,07;576874,07;394023;10.06.2022;6;Июнь;2022
Малый бизнес;Новосибирск;Бабаевский;Средняя;3245;237,18;485,37;1575025,65;189003,08;1386022,57;716249,29;669773,28;08.04.2024;4;Апрель;2024
Госсектор;Санкт-Петербург;Сударушка;Низкая;4239;86,42;158,99;673958,61;33697,93;640260,68;353605;286655,68;20.03.2024;3;Март;2024
Средний бизнес;Владивосток;Красная Шапочка;Без скидки;7282;118,34;235,57;1715420,74;0;1715420,74;771272,06;944148,68;26.04.2023;4;Апрель;2023
Средний бизнес;Санкт-Петербург;Сударушка;Средняя;7005;97,37;136,11;953450,55;114414,07;839036,48;672147,8;166888,68;21.04.2022;4;Апрель;2022
Госсектор;Нижний Новгород;Победа;Высокая;2202;68,02;99,75;219649,5;48322,89;171326,61;143576,14;27750,47;09.03.2024;3;Март;2024
Средний бизнес;Екатеринбург;Сударушка;Низкая;7760;100,51;145,58;1129700,8;56485,04;1073215,76;764843,69;308372,07;28.02.2022;2;Февраль;2022
Госсектор;Краснодар;Красная Шапочка;Без скидки;8154;108,82;191,03;1557658,62;0;1557658,62;809846,28;747812,34;30.06.2024;6;Июнь;2024
Крупный бизнес;Казань;Победа;Без скидки;10839;76,12;152,85;1656741,15;0;1656741,15;769123,05;887618,1;29.12.2024;12;Декабрь;2024
Средний бизнес;Краснодар;Бабаевский;Средняя;1967;219,73;356,92;702061,64;84247,4;617814,24;393818,75;223995,49;14.09.2023;9;Сентябрь;2023
Госсектор;Москва;Победа;Средняя;6134;68,12;119,3;731786,2;87814,34;643971,86;402192,31;241779,55;04.10.2024;10;Октябрь;2024
Малый бизнес;Новосибирск;Аленка;Без скидки;5299;152,08;296,19;1569510,81;0;1569510,81;762181,95;807328,86;22.01.2023;1;Январь;2023
Малый бизнес;Нижний Новгород;Бабаевский;Средняя;3175;238,23;437,03;1387570,25;166508,43;1221061,82;740807,31;480254,51;28.03.2023;3;Март;2023
Средний бизнес;Санкт-Петербург;Бабаевский;Средняя;8964;224;455,27;4081040,28;489724,83;3591315,45;1961570,74;1629744,71;11.07.2023;7;Июль;2023
Средний бизнес;Новосибирск;Бабаевский;Средняя;1621;216,3;338,98;549486,58;65938,39;483548,19;335344,68;148203,51;16.07.2024;7;Июль;2024
Средний бизнес;Владивосток;Сударушка;Низкая;817;97,67;202,89;165761,13;8288,06;157473,07;70432,74;87040,33;29.07.2022;7;Июль;2022
Средний бизнес;Новосибирск;Сударушка;Без скидки;634;98,15;143,59;91036,06;0;91036,06;58445,53;32590,53;02.12.2023;12;Декабрь;2023
Малый бизнес;Новосибирск;Бабаевский;Низкая;8097;237,98;326,94;2647233,18;132361,66;2514871,52;1714243,23;800628,29;27.10.2022;10;Октябрь;2022
Госсектор;Новосибирск;Бабаевский;Высокая;9399;192,85;288,15;2708321,85;595830,81;2112491,04;1778130,1;334360,94;21.02.2024;2;Февраль;2024
Госсектор;Санкт-Петербург;Вдохновение;Средняя;6804;299,19;503,3;3424453,2;410934,38;3013518,82;1971593,64;1041925,18;10.03.2022;3;Март;2022
Крупный бизнес;Владивосток;Вдохновение;Высокая;9038;323,19;486,83;4399969,54;967993,3;3431976,24;2706867,24;725109;02.10.2023;10;Октябрь;2023
Средний бизнес;Казань;Вдохновение;Высокая;9504;336,42;518,08;4923832,32;1083243,11;3840589,21;3058642,94;781946,27;11.02.2023;2;Февраль;2023
Средний бизнес;Москва;Вдохновение;Средняя;2350;330,68;554,09;1302111,5;156253,38;1145858,12;685251,33;460606,79;20.07.2023;7;Июль;2023
Партнёрский канал;Санкт-Петербург;Бабаевский;Средняя;646;190;339,3;219187,8;26302,54;192885,26;118185,14;74700,12;14.11.2022;11;Ноябрь;2022
Средний бизнес;Санкт-Петербург;Сударушка;Средняя;8690;97,3;176,5;1533785;184054,2;1349730,8;838520,61;511210,19;03.05.2022;5;Май;2022
Госсектор;Краснодар;Вдохновение;Средняя;11990;295,04;422,07;5060619,3;607274,32;4453344,98;3320117,08;1133227,9;11.10.2023;10;Октябрь;2023
Партнёрский канал;Краснодар;Бабаевский;Средняя;849;186,9;302,52;256839,48;30820,74;226018,74;142202,21;83816,53;22.03.2022;3;Март;2022
Малый бизнес;Владивосток;Победа;Низкая;9392;84,99;126,83;1191187,36;59559,37;1131627,99;720315,39;411312,6;14.12.2023;12;Декабрь;2023
Средний бизнес;Владивосток;Красная Шапочка;Средняя;1628;120,98;204,1;332274,8;39872,98;292401,82;192687,46;99714,36;22.01.2024;1;Январь;2024
Малый бизнес;Москва;Вдохновение;Без скидки;3539;366,63;665,36;2354709,04;0;2354709,04;1198489,81;1156219,23;05.05.2023;5;Май;2023
Средний бизнес;Санкт-Петербург;Вдохновение;Без скидки;3610;336,49;579,83;2093186,3;0;2093186,3;1149347,5;943838,8;03.08.2023;8;Август;2023
Средний бизнес;Нижний Новгород;Вдохновение;Низкая;2309;327,86;604,63;1396090,67;69804,53;1326286,14;670162,17;656123,97;23.09.2022;9;Сентябрь;2022
Крупный бизнес;Москва;Сударушка;Высокая;8452;93,24;128,1;1082701,2;238194,26;844506,94;754185,75;90321,19;06.03.2024;3;Март;2024
Малый бизнес;Новосибирск;Аленка;Низкая;4116;152,16;213,5;878766;43938,3;834827,7;621045,58;213782,12;04.03.2023;3;Март;2023
Малый бизнес;Санкт-Петербург;Бабаевский;Высокая;6413;236,02;484,71;3108445,23;683857,95;2424587,28;1407514,93;1017072,35;26.01.2024;1;Январь;2024
Госсектор;Новосибирск;Победа;Высокая;1653;70,38;99,13;163861,89;36049,62;127812,27;105391,65;22420,62;29.11.2024;11;Ноябрь;2024
Госсектор;Санкт-Петербург;Вдохновение;Средняя;9210;292,37;437,05;4025230,5;483027,66;3542202,84;2581855,13;960347,71;02.01.2023;1;Январь;2023
Партнёрский канал;Нижний Новгород;Вдохновение;Высокая;10963;282,89;525,01;5755684,63;1266250,62;4489434,01;2990624,6;1498809,41;24.05.2024;5;Май;2024
Госсектор;Казань;Сударушка;Без скидки;8768;86,55;127,11;1114500,48;0;1114500,48;758727,75;355772,73;26.06.2024;6;Июнь;2024
Средний бизнес;Краснодар;Победа;Низкая;6590;78,34;142,97;942172,3;47108,62;895063,68;505490,68;389573;25.10.2023;10;Октябрь;2023
Партнёрский канал;Екатеринбург;Победа;Средняя;6645;67,05;137,09;910963,05;109315,57;801647,48;405666,63;395980,85;15.07.2024;7;Июль;2024
Малый бизнес;Нижний Новгород;Аленка;Высокая;5160;152,07;264,33;1363942,8;300067,42;1063875,38;784060,86;279814,52;11.09.2023;9;Сентябрь;2023
Госсектор;Новосибирск;Сударушка;Средняя;5659;84,89;166,93;944656,87;113358,82;831298,05;462505,72;368792,33;20.07.2023;7;Июль;2023
Партнёрский канал;Казань;Аленка;Высокая;8042;117,77;171,21;1376870,82;302911,58;1073959,24;875173,56;198785,68;27.05.2023;5;Май;2023
Крупный бизнес;Новосибирск;Красная Шапочка;Высокая;9846;114,31;233,01;2294216,46;504727,62;1789488,84;1089606,34;699882,5;27.10.2023;10;Октябрь;2023
Малый бизнес;Казань;Бабаевский;Высокая;10252;237,21;326,88;3351173,76;737258,23;2613915,53;2375946,04;237969,49;21.02.2024;2;Февраль;2024
Госсектор;Москва;Красная Шапочка;Низкая;7615;105,27;210,63;1603947,45;80197,37;1523750,08;789105,07;734645,01;10.04.2023;4;Апрель;2023
Партнёрский канал;Москва;Вдохновение;Без скидки;1386;278,3;384,3;532639,8;0;532639,8;364428,59;168211,21;03.11.2022;11;Ноябрь;2022
Средний бизнес;Екатеринбург;Сударушка;Высокая;11536;101,14;166,34;1918898,24;422157,61;1496740,63;1089131,7;407608,93;30.10.2024;10;Октябрь;2024
Госсектор;Екатеринбург;Бабаевский;Низкая;6960;189,12;302,99;2108810,4;105440,52;2003369,88;1233484,86;769885,02;11.04.2022;4;Апрель;2022
Партнёрский канал;Нижний Новгород;Красная Шапочка;Высокая;7029;101,21;195,37;1373255,73;302116,26;1071139,47;637166,43;433973,04;04.10.2022;10;Октябрь;2022
Малый бизнес;Екатеринбург;Бабаевский;Без скидки;11186;236,21;418,3;4679103,8;0;4679103,8;2641318,83;2037784,97;09.12.2024;12;Декабрь;2024
Крупный бизнес;Екатеринбург;Аленка;Низкая;7546;133,57;272,9;2059303,4;102965,17;1956338,23;897805,41;1058532,82;27.04.2024;4;Апрель;2024
Малый бизнес;Краснодар;Красная Шапочка;Средняя;5754;127,6;234,98;1352074,92;162248,99;1189825,93;713918,11;475907,82;13.12.2022;12;Декабрь;2022
Средний бизнес;Владивосток;Победа;Средняя;7716;76,6;150,41;1160563,56;139267,63;1021295,93;534282,9;487013,03;05.02.2024;2;Февраль;2024
Крупный бизнес;Санкт-Петербург;Аленка;Высокая;4482;138,64;283,53;1270781,46;279571,92;991209,54;611597,85;379611,69;13.08.2023;8;Август;2023
Госсектор;Краснодар;Вдохновение;Высокая;5499;293,52;401,26;2206528,74;485436,32;1721092,42;1460861,14;260231,28;10.03.2023;3;Март;2023
Крупный бизнес;Новосибирск;Победа;Без скидки;10707;76,03;110,7;1185264,9;0;1185264,9;784625,7;400639,2;07.02.2022;2;Февраль;2022
Малый бизнес;Москва;Красная Шапочка;Средняя;1484;127,13;246,87;366355,08;43962,61;322392,47;180011,91;142380,56;19.04.2022;4;Апрель;2022
Малый бизнес;Москва;Аленка;Без скидки;11319;149,13;296,63;3357554,97;0;3357554,97;1619152,3;1738402,67;09.08.2022;8;Август;2022
Госсектор;Новосибирск;Вдохновение;Без скидки;4287;302,88;524,41;2248145,67;0;2248145,67;1253212,13;994933,54;09.10.2023;10;Октябрь;2023
Малый бизнес;Санкт-Петербург;Сударушка;Средняя;8702;109,38;193,66;1685229,32;202227,52;1483001,8;918983,29;564018,51;23.03.2022;3;Март;2022
Крупный бизнес;Новосибирск;Красная Шапочка;Без скидки;6945;116,69;159,14;1105227,3;0;1105227,3;779711,5;325515,8;29.12.2023;12;Декабрь;2023
Средний бизнес;Екатеринбург;Победа;Низкая;1515;79,34;159,39;241475,85;12073,79;229402,06;118619,26;110782,8;02.03.2022;3;Март;2022
Партнёрский канал;Новосибирск;Сударушка;Средняя;6099;85,59;157,72;961934,28;115432,11;846502,17;464871,42;381630,75;22.02.2024;2;Февраль;2024
Партнёрский канал;Екатеринбург;Бабаевский;Средняя;9886;180,95;376;3717136;446056,32;3271079,68;1769495,08;1501584,6;06.11.2023;11;Ноябрь;2023
Малый бизнес;Казань;Сударушка;Средняя;10019;106,66;208;2083952;250074,24;1833877,76;1051005,44;782872,32;25.09.2023;9;Сентябрь;2023
Партнёрский канал;Казань;Бабаевский;Средняя;11251;189,6;386,37;4347048,87;521645,86;3825403,01;1958480,4;1866922,61;27.12.2024;12;Декабрь;2024
Госсектор;Казань;Красная Шапочка;Средняя;983;107,48;216,05;212377,15;25485,26;186891,89;98223,84;88668,05;22.04.2024;4;Апрель;2024
Средний бизнес;Владивосток;Вдохновение;Низкая;2989;341,63;488,56;1460305,84;73015,29;1387290,55;921234,29;466056,26;01.07.2023;7;Июль;2023
Партнёрский канал;Екатеринбург;Победа;Средняя;4283;66,74;108,08;462906,64;55548,8;407357,84;275150,14;132207,7;03.09.2024;9;Сентябрь;2024
Крупный бизнес;Владивосток;Вдохновение;Низкая;3514;326,76;561,56;1973321,84;98666,09;1874655,75;1029394,11;845261,64;31.01.2023;1;Январь;2023
Крупный бизнес;Москва;Бабаевский;Высокая;4921;215,67;327,15;1609905,15;354179,13;1255726,02;1019454,65;236271,37;20.02.2023;2;Февраль;2023
Крупный бизнес;Санкт-Петербург;Сударушка;Без скидки;10609;94,94;151,3;1605141,7;0;1605141,7;941653,97;663487,73;21.05.2023;5;Май;2023
Малый бизнес;Нижний Новгород;Аленка;Без скидки;5626;150,24;308,65;1736464,9;0;1736464,9;801831,54;934633,36;11.12.2024;12;Декабрь;2024
Госсектор;Санкт-Петербург;Бабаевский;Без скидки;1194;197,58;303,15;361961,1;0;361961,1;222827,94;139133,16;22.03.2022;3;Март;2022
Партнёрский канал;Нижний Новгород;Победа;Высокая;3610;65,17;107,43;387822,3;85320,91;302501,39;215630,12;86871,27;09.08.2023;8;Август;2023
Малый бизнес;Казань;Бабаевский;Низкая;10545;241,11;450,26;4747991,7;237399,59;4510592,11;2513116,33;1997475,78;07.08.2024;8;Август;2024
Малый бизнес;Санкт-Петербург;Вдохновение;Высокая;3445;364,39;748,23;2577652,35;567083,52;2010568,83;1209546,54;801022,29;05.10.2022;10;Октябрь;2022
Малый бизнес;Нижний Новгород;Красная Шапочка;Без скидки;908;126,32;226,46;205625,68;0;205625,68;110743,31;94882,37;18.02.2023;2;Февраль;2023
Малый бизнес;Санкт-Петербург;Красная Шапочка;Низкая;11833;129,95;244,77;2896363,41;144818,17;2751545,24;1383435,35;1368109,89;11.09.2022;9;Сентябрь;2022
Госсектор;Санкт-Петербург;Вдохновение;Без скидки;10888;291,98;508,88;5540685,44;0;5540685,44;2944114,11;2596571,33;13.11.2024;11;Ноябрь;2024
Партнёрский канал;Казань;Бабаевский;Без скидки;1219;187,77;381,96;465609,24;0;465609,24;216956,99;248652,25;04.11.2022;11;Ноябрь;2022
Крупный бизнес;Казань;Сударушка;Высокая;7374;93,91;178,21;1314120,54;289106,52;1025014,02;689248,66;335765,36;15.08.2023;8;Август;2023
Крупный бизнес;Санкт-Петербург;Сударушка;Средняя;557;95,7;147,36;82079,52;9849,54;72229,98;49842,06;22387,92;18.10.2024;10;Октябрь;2024
Партнёрский канал;Москва;Победа;Без скидки;4397;64,88;119,68;526232,96;0;526232,96;266577,03;259655,93;23.06.2024;6;Июнь;2024
Госсектор;Москва;Сударушка;Низкая;10654;88,07;173,07;1843887,78;92194,39;1751693,39;849081,15;902612,24;14.01.2023;1;Январь;2023
Крупный бизнес;Москва;Вдохновение;Низкая;1101;313,19;430,42;473892,42;23694,62;450197,8;327364,23;122833,57;04.09.2023;9;Сентябрь;2023
Средний бизнес;Санкт-Петербург;Аленка;Высокая;7331;145,95;214,69;1573892,39;346256,33;1227636,06;978077,39;249558,67;30.12.2022;12;Декабрь;2022
Малый бизнес;Краснодар;Аленка;Высокая;5403;149,59;302,64;1635163,92;359736,06;1275427,86;790802,58;484625,28;25.05.2024;5;Май;2024
Партнёрский канал;Санкт-Петербург;Красная Шапочка;Без скидки;2704;98,9;197,26;533391,04;0;533391,04;245899,18;287491,86;27.04.2024;4;Апрель;2024
Партнёрский канал;Екатеринбург;Вдохновение;Средняя;10527;274,14;487,56;5132544,12;615905,29;4516638,83;2878720,57;1637918,26;19.12.2024;12;Декабрь;2024
Госсектор;Владивосток;Вдохновение;Низкая;7496;296,32;470,37;3525893,52;176294,68;3349598,84;2094709,76;1254889,08;26.12.2023;12;Декабрь;2023
Крупный бизнес;Владивосток;Победа;Без скидки;8569;76,39;153,75;1317483,75;0;1317483,75;594315,96;723167,79;18.08.2023;8;Август;2023
Крупный бизнес;Москва;Аленка;Высокая;8116;136,02;195,66;1587976,56;349354,84;1238621,72;1083811,73;154809,99;29.04.2024;4;Апрель;2024
Малый бизнес;Москва;Красная Шапочка;Низкая;9681;131,17;197,97;1916547,57;95827,38;1820720,19;1215093,18;605627,01;31.07.2023;7;Июль;2023
Средний бизнес;Санкт-Петербург;Красная Шапочка;Низкая;8801;121,11;233,17;2052129,17;102606,46;1949522,71;952542,9;996979,81;14.11.2023;11;Ноябрь;2023
Средний бизнес;Нижний Новгород;Вдохновение;Высокая;3377;329,83;651,54;2200250,58;484055,13;1716195,45;1103447,8;612747,65;08.09.2024;9;Сентябрь;2024
Малый бизнес;Москва;Вдохновение;Средняя;8388;350,99;595,09;4991614,92;598993,79;4392621,13;2896488,89;1496132,24;18.11.2023;11;Ноябрь;2023
Малый бизнес;Нижний Новгород;Вдохновение;Высокая;9037;354,09;670,55;6059760,35;1333147,28;4726613,07;2937071,7;1789541,37;08.02.2022;2;Февраль;2022
Крупный бизнес;Краснодар;Красная Шапочка;Высокая;2946;113,49;155,86;459163,56;101015,98;358147,58;333684,31;24463,27;30.12.2024;12;Декабрь;2024
Крупный бизнес;Нижний Новгород;Сударушка;Высокая;5550;96,17;152,51;846430,5;186214,71;660215,79;471720,04;188495,75;27.04.2024;4;Апрель;2024
Госсектор;Владивосток;Сударушка;Низкая;7904;89,13;140,56;1110986,24;55549,31;1055436,93;664336,45;391100,48;25.12.2022;12;Декабрь;2022
Госсектор;Краснодар;Аленка;Средняя;2017;123,78;169,42;341720,14;41006,42;300713,72;234165;66548,72;21.10.2024;10;Октябрь;2024
Крупный бизнес;Екатеринбург;Красная Шапочка;Без скидки;9079;113,69;181,39;1646839,81;0;1646839,81;1003638,79;643201,02;21.07.2022;7;Июль;2022
Партнёрский канал;Казань;Сударушка;Высокая;8026;83,04;165,96;1331994,96;293038,89;1038956,07;595765,83;443190,24;29.09.2023;9;Сентябрь;2023
Госсектор;Санкт-Петербург;Красная Шапочка;Без скидки;1255;103,28;198,78;249468,9;0;249468,9;125658,77;123810,13;16.02.2022;2;Февраль;2022
Партнёрский канал;Новосибирск;Вдохновение;Средняя;5757;276,54;432,76;2491399,32;298967,92;2192431,4;1502684,46;689746,94;22.06.2024;6;Июнь;2024
Госсектор;Новосибирск;Сударушка;Средняя;4983;85,38;176,63;880147,29;105617,67;774529,62;402965,75;371563,87;29.07.2022;7;Июль;2022
Крупный бизнес;Краснодар;Победа;Низкая;4940;73,39;137,85;680979;34048,95;646930,05;331364,74;315565,31;17.05.2023;5;Май;2023
Крупный бизнес;Санкт-Петербург;Красная Шапочка;Низкая;9356;114,61;165,9;1552160,4;77608,02;1474552,38;1004188,09;470364,29;14.04.2022;4;Апрель;2022
Госсектор;Нижний Новгород;Аленка;Высокая;7487;123,39;231,79;1735411,73;381790,58;1353621,15;911767,94;441853,21;02.07.2024;7;Июль;2024
Партнёрский канал;Краснодар;Красная Шапочка;Низкая;3746;102,49;189,93;711477,78;35573,89;675903,89;362434,58;313469,31;11.08.2024;8;Август;2024
Партнёрский канал;Казань;Аленка;Без скидки;2093;118,48;220,77;462071,61;0;462071,61;239355,41;222716,2;11.08.2024;8;Август;2024
Малый бизнес;Екатеринбург;Сударушка;Средняя;10607;104,86;170,14;1804674,98;216561;1588113,98;1003252,15;584861,83;08.11.2023;11;Ноябрь;2023
Средний бизнес;Владивосток;Бабаевский;Высокая;1570;220,17;355,26;557758,2;122706,8;435051,4;323319,19;111732,21;16.12.2022;12;Декабрь;2022
Средний бизнес;Краснодар;Победа;Средняя;8822;76,87;150,91;1331328,02;159759,36;1171568,66;661607,76;509960,9;30.10.2023;10;Октябрь;2023
Партнёрский канал;Санкт-Петербург;Красная Шапочка;Без скидки;7066;101,75;155,57;1099257,62;0;1099257,62;653714,3;445543,32;22.11.2022;11;Ноябрь;2022
Малый бизнес;Нижний Новгород;Аленка;Низкая;3911;154,05;276,25;1080413,75;54020,69;1026393,06;586895,72;439497,34;10.06.2024;6;Июнь;2024
Партнёрский канал;Краснодар;Победа;Средняя;3335;66,64;93,86;313023,1;37562,77;275460,33;220400,57;55059,76;23.09.2024;9;Сентябрь;2024
Госсектор;Владивосток;Красная Шапочка;Высокая;7794;103,74;214,42;1671189,48;367661,69;1303527,79;718277,36;585250,43;11.08.2022;8;Август;2022
Партнёрский канал;Нижний Новгород;Красная Шапочка;Без скидки;11067;102,17;144,87;1603276,29;0;1603276,29;1105889,44;497386,85;01.01.2022;1;Январь;2022
Крупный бизнес;Казань;Бабаевский;Низкая;6889;211,46;356,39;2455170,71;122758,54;2332412,17;1317889,85;1014522,32;11.10.2023;10;Октябрь;2023
Средний бизнес;Новосибирск;Бабаевский;Низкая;1962;221,59;400,77;786310,74;39315,54;746995,2;409217,83;337777,37;19.09.2022;9;Сентябрь;2022
Средний бизнес;Москва;Красная Шапочка;Высокая;513;122,22;240,23;123237,99;27112,36;96125,63;57877,9;38247,73;01.08.2023;8;Август;2023
Госсектор;Екатеринбург;Бабаевский;Без скидки;10743;191,09;312,83;3360732,69;0;3360732,69;1900531,15;1460201,54;09.03.2023;3;Март;2023
Крупный бизнес;Владивосток;Сударушка;Средняя;9600;94,34;192,77;1850592;222071,04;1628520,96;888271,2;740249,76;12.11.2022;11;Ноябрь;2022
Средний бизнес;Казань;Сударушка;Высокая;1675;100,64;146,73;245772,75;54070;191702,75;166243,45;25459,3;13.06.2024;6;Июнь;2024
Крупный бизнес;Санкт-Петербург;Сударушка;Без скидки;7971;97,24;181,99;1450642,29;0;1450642,29;768618,13;682024,16;04.01.2023;1;Январь;2023
Малый бизнес;Нижний Новгород;Победа;Без скидки;6803;83,27;124,02;843708,06;0;843708,06;539605,37;304102,69;17.10.2024;10;Октябрь;2024
Крупный бизнес;Новосибирск;Бабаевский;Низкая;1048;216,03;383,69;402107,12;20105,36;382001,76;218381,71;163620,05;20.08.2022;8;Август;2022
Партнёрский канал;Владивосток;Вдохновение;Высокая;2827;285,49;498,12;1408185,24;309800,75;1098384,49;793458,39;304926,1;27.07.2023;7;Июль;2023
Малый бизнес;Санкт-Петербург;Победа;Высокая;4517;83,86;159,86;722087,62;158859,28;563228,34;376996,09;186232,25;09.06.2022;6;Июнь;2022
Партнёрский канал;Новосибирск;Победа;Высокая;6128;66,14;89,82;550416,96;121091,73;429325,23;378751,97;50573,26;18.08.2024;8;Август;2024
Партнёрский канал;Краснодар;Бабаевский;Низкая;5327;182,46;251,16;1337929,32;66896,47;1271032,85;962967,67;308065,18;15.09.2023;9;Сентябрь;2023
Партнёрский канал;Новосибирск;Аленка;Без скидки;9972;116,44;161,7;1612472,4;0;1612472,4;1159797,15;452675,25;25.02.2022;2;Февраль;2022
Средний бизнес;Владивосток;Аленка;Средняя;8783;138,15;267,71;2351296,93;282155,63;2069141,3;1104466,65;964674,65;30.07.2023;7;Июль;2023
Средний бизнес;Новосибирск;Аленка;Высокая;10393;138,98;249,31;2591078,83;570037,34;2021041,49;1297285,22;723756,27;03.07.2024;7;Июль;2024
Средний бизнес;Казань;Красная Шапочка;Средняя;8444;118,44;206,74;1745712,56;209485,51;1536227,05;884065,77;652161,28;22.06.2022;6;Июнь;2022
Крупный бизнес;Казань;Бабаевский;Без скидки;6777;206,7;347,28;2353516,56;0;2353516,56;1339883,39;1013633,17;08.03.2023;3;Март;2023
Партнёрский канал;Краснодар;Аленка;Низкая;2400;115,61;196,31;471144;23557,2;447586,8;260024,79;187562,01;02.09.2024;9;Сентябрь;2024
Партнёрский канал;Екатеринбург;Бабаевский;Без скидки;8275;182,17;318,4;2634760;0;2634760;1405203,12;1229556,88;15.08.2023;8;Август;2023
Малый бизнес;Нижний Новгород;Вдохновение;Низкая;9187;362,33;500,29;4596164,23;229808,21;4366356,02;3295856,06;1070499,96;26.12.2023;12;Декабрь;2023
Малый бизнес;Новосибирск;Красная Шапочка;Низкая;4875;131,14;202,15;985481,25;49274,06;936207,19;607406,84;328800,35;02.08.2024;8;Август;2024
Крупный бизнес;Екатеринбург;Победа;Низкая;11603;75,86;112,65;1307077,95;65353,9;1241724,05;832420,41;409303,64;18.01.2022;1;Январь;2022
Госсектор;Москва;Бабаевский;Высокая;9105;188,61;317,71;2892749,55;636404,9;2256344,65;1556435,05;699909,6;04.08.2023;8;Август;2023
Средний бизнес;Екатеринбург;Аленка;Высокая;10648;138,28;284,01;3024138,48;665310,47;2358828,01;1411731,53;947096,48;21.03.2023;3;Март;2023
Партнёрский канал;Санкт-Петербург;Вдохновение;Высокая;1915;287,62;416,31;797233,65;175391,4;621842,25;528081,68;93760,57;14.01.2023;1;Январь;2023
Госсектор;Казань;Красная Шапочка;Низкая;8150;106,82;150,27;1224700,5;61235,03;1163465,47;813484,29;349981,18;21.07.2023;7;Июль;2023
Малый бизнес;Краснодар;Красная Шапочка;Средняя;1712;127,08;177,5;303880;36465,6;267414,4;201598,7;65815,7;04.05.2022;5;Май;2022
Средний бизнес;Новосибирск;Сударушка;Без скидки;1637;99,7;204,03;333997,11;0;333997,11;155576,64;178420,47;01.01.2023;1;Январь;2023
Малый бизнес;Санкт-Петербург;Сударушка;Без скидки;4078;107,13;153,16;624586,48;0;624586,48;407600,98;216985,5;15.06.2023;6;Июнь;2023
Госсектор;Москва;Аленка;Высокая;9860;125,9;243,36;2399529,6;527896,51;1871633,09;1095204,42;776428,67;16.10.2024;10;Октябрь;2024
Крупный бизнес;Москва;Аленка;Без скидки;4865;132,18;211,14;1027196,1;0;1027196,1;596086,68;431109,42;08.01.2022;1;Январь;2022
Партнёрский канал;Владивосток;Бабаевский;Без скидки;7117;188,61;365,09;2598345,53;0;2598345,53;1307766,55;1290578,98;08.04.2023;4;Апрель;2023
Госсектор;Нижний Новгород;Вдохновение;Без скидки;2485;295,59;606,34;1506754,9;0;1506754,9;678033,05;828721,85;13.09.2023;9;Сентябрь;2023
Малый бизнес;Москва;Вдохновение;Высокая;6485;359,14;743,67;4822699,95;1060993,99;3761705,96;2072026,44;1689679,52;30.07.2024;7;Июль;2024
Средний бизнес;Екатеринбург;Сударушка;Высокая;6794;100,71;158,53;1077052,82;236951,62;840101,2;634147,16;205954,04;07.08.2022;8;Август;2022
Средний бизнес;Владивосток;Аленка;Без скидки;3604;138,69;207,32;747181,28;0;747181,28;483028,52;264152,76;04.05.2023;5;Май;2023
Малый бизнес;Нижний Новгород;Аленка;Низкая;8686;151,51;299,34;2600067,24;130003,36;2470063,88;1229049,42;1241014,46;03.02.2022;2;Февраль;2022
Госсектор;Краснодар;Аленка;Низкая;1201;123,5;186,33;223782,33;11189,12;212593,21;142162,44;70430,77;07.12.2024;12;Декабрь;2024
Малый бизнес;Казань;Вдохновение;Средняя;1680;348,44;507,4;852432;102291,84;750140,16;561062,42;189077,74;23.08.2024;8;Август;2024
Партнёрский канал;Москва;Сударушка;Средняя;735;81,96;113,72;83584,2;10030,1;73554,1;55233,43;18320,67;19.07.2022;7;Июль;2022
Малый бизнес;Казань;Победа;Высокая;2242;82,06;147,4;330470,8;72703,58;257767,22;175492,59;82274,63;10.05.2022;5;Май;2022
Крупный бизнес;Нижний Новгород;Красная Шапочка;Без скидки;5812;112,38;209,37;1216858,44;0;1216858,44;617559,78;599298,66;21.10.2023;10;Октябрь;2023
Крупный бизнес;Москва;Победа;Средняя;5996;73,03;113,59;681085,64;81730,28;599355,36;425147,97;174207,39;11.12.2022;12;Декабрь;2022
Средний бизнес;Казань;Бабаевский;Средняя;10035;214,42;305,54;3066093,9;367931,27;2698162,63;2112294,09;585868,54;10.02.2024;2;Февраль;2024
Крупный бизнес;Москва;Бабаевский;Высокая;604;203,79;416,67;251668,68;55367,11;196301,57;118757,52;77544,05;05.08.2023;8;Август;2023
